ENSG00000104825;NM_001001716
ENSG00000163702;NM_153461
ENSG00000197360;NM_020855
ENSG00000139567;NM_000020
ENSG00000163607;NM_014170
ENSG00000177098;NM_001142349
ENSG00000186923;NM_181615
ENSG00000000971;NM_000186
ENSG00000122497;NM_015383
ENSG00000122188;NM_017773
ENSG00000009780;NM_001143913
ENSG00000134532;NM_178010
ENSG00000119772;NM_022552
ENSG00000137204;NM_006672
ENSG00000123329;NM_001080157
ENSG00000204872;NM_016347
ENSG00000187559;NM_199135
ENSG00000129965;NM_001127598
ENSG00000164236;XM_001723774
ENSG00000113838;NM_001134415
ENSG00000178188;NM_015503
ENSG00000189309;NM_001001417
ENSG00000105447;NM_031485
ENSG00000198518;NM_021968
ENSG00000125944;NM_005826
ENSG00000134940;NM_020109
ENSG00000204299;NM_001001953
ENSG00000172680;NM_005372
ENSG00000181754;NM_020703
ENSG00000134160;NM_002420
ENSG00000136870;NM_197977
ENSG00000169887;XM_001720551
ENSG00000180383;NM_001037500
ENSG00000117122;NM_001135248
ENSG00000052749;NM_015179
ENSG00000134759;NM_018255
ENSG00000147862;NM_005596
ENSG00000001497;NM_001170650
ENSG00000150244;XM_001725030
ENSG00000204763;NM_001129888
ENSG00000131848;NM_024303
ENSG00000164691;NM_054114
ENSG00000141968;NM_005428
ENSG00000077279;NM_178151
ENSG00000207949;XM_001718852
ENSG00000021355;NM_030666
ENSG00000092200;NM_020366
ENSG00000173876;NM_001164154
ENSG00000198467;NM_213674
ENSG00000196743;NM_001167607
ENSG00000153107;XM_001726697
ENSG00000115934;NM_032472
ENSG00000110077;NM_022349
ENSG00000125571;NM_173203
ENSG00000178974;NM_152231
ENSG00000111885;NM_005907
ENSG00000218566;XM_002348270
ENSG00000188677;NM_013327
ENSG00000182240;NM_138991
ENSG00000213782;NM_201224
ENSG00000146038;NM_016356
ENSG00000105549;NM_199202
ENSG00000117322;NM_001877
ENSG00000153936;NM_001134492
ENSG00000075945;NM_014970
ENSG00000113327;NM_000816
ENSG00000182871;NM_030582
ENSG00000120324;NM_019119
ENSG00000066248;NM_001114090
ENSG00000147127;NM_001032726
ENSG00000196482;NM_001438
ENSG00000139842;NM_001008895
ENSG00000189064;NM_001477
ENSG00000118894;NM_201400
ENSG00000172197;NM_001080480
ENSG00000162723;NM_001146172
ENSG00000123388;NM_014212
ENSG00000159433;XM_001717505
ENSG00000184574;NM_001142961
ENSG00000106355;NM_001130710
ENSG00000181929;NM_212461
ENSG00000196285;NM_002107
ENSG00000198947;NM_000109
ENSG00000135540;NM_001144060
ENSG00000221845;NM_001123065
ENSG00000188784;NM_014589
ENSG00000110330;NM_001166
ENSG00000054392;NM_001170580
ENSG00000139116;NM_017641
ENSG00000138768;NM_003715
ENSG00000170222;NM_020233
ENSG00000147873;NM_002169
ENSG00000128617;NM_001708
ENSG00000147050;NM_021140
ENSG00000138757;NM_203505
ENSG00000102466;NM_175929
ENSG00000183625;NM_001164680
ENSG00000177595;NM_018494
ENSG00000184983;NM_002490
ENSG00000134183;NM_005272
ENSG00000100360;NM_006860
ENSG00000006459;NM_030647
ENSG00000150967;NM_203444
ENSG00000125551;NM_001032392
ENSG00000159398;NM_001143685
ENSG00000125319;NM_001171251
ENSG00000095637;NM_001034954
ENSG00000153064;NM_001127507
ENSG00000165704;NM_000194
ENSG00000170178;NM_021193
ENSG00000152910;NM_138994
ENSG00000197971;NM_001025100
ENSG00000221989;NM_001005480
ENSG00000143545;XM_001715979
ENSG00000183850;XM_001718960
ENSG00000079557;NM_001133
ENSG00000104081;NM_033503
ENSG00000175224;NM_014741
ENSG00000120942;NM_013319
ENSG00000186019;NM_013398
ENSG00000183310;NM_001001821
ENSG00000142408;NM_031895
ENSG00000163485;NM_001048230
ENSG00000102239;NM_001727
ENSG00000198305;XM_001722111
ENSG00000122859;NM_020999
ENSG00000196639;NM_000861
ENSG00000183049;NM_020397
ENSG00000137672;NM_004621
ENSG00000143158;NM_015415
ENSG00000140836;NM_001164766
ENSG00000206557;NM_001039111
ENSG00000159788;NM_198227
ENSG00000172239;XM_001718191
ENSG00000172175;NM_173844
ENSG00000151067;NM_001129843
ENSG00000181315;NM_024639
ENSG00000214192;NM_021988
ENSG00000172995;NM_016300
ENSG00000196228;NM_001008743
ENSG00000113231;NM_001029851
ENSG00000003147;NM_004968
ENSG00000198161;NM_001123068
ENSG00000169714;NM_001127192
ENSG00000143369;NM_022664
ENSG00000182109;XM_001725351
ENSG00000119401;NM_001099679
ENSG00000046889;NM_025170
ENSG00000125695;NM_001165970
ENSG00000170017;NM_001627
ENSG00000128951;NM_001025249
ENSG00000185518;NM_014848
ENSG00000085741;NM_004626
ENSG00000203770;XM_001720798
ENSG00000170619;NM_001081003
ENSG00000135324;NM_138409
ENSG00000203771;XM_001720798
ENSG00000172650;XM_001716810
ENSG00000118432;NM_001160258
ENSG00000146386;NM_021243
ENSG00000167554;NM_001161426
ENSG00000162039;NM_152764
ENSG00000158406;NM_003548
ENSG00000100167;NM_019106
ENSG00000189030;NM_001004319
ENSG00000205037;XM_001719468
ENSG00000059377;NM_001130966
ENSG00000198791;NM_013354
ENSG00000205277;XM_001713845
ENSG00000134138;NM_172316
ENSG00000136840;NM_175040
ENSG00000134508;NM_001100619
ENSG00000184743;NM_015459
ENSG00000160352;NM_182515
ENSG00000162040;NM_001009606
ENSG00000167258;NM_015083
ENSG00000198077;NM_000764
ENSG00000035115;NM_001159597
ENSG00000214518;NM_033184
ENSG00000116161;NM_001007214
ENSG00000164828;NM_025154
ENSG00000196427;NM_001143988
ENSG00000181544;NM_001018113
ENSG00000185523;NM_001024601
ENSG00000130724;NM_198426
ENSG00000188050;NM_139175
ENSG00000132773;NM_025077
ENSG00000143512;NM_024746
ENSG00000089356;NM_005971
ENSG00000169122;NM_147189
ENSG00000064999;NM_015245
ENSG00000100225;NM_012179
ENSG00000177186;NM_001004691
ENSG00000174562;NM_017509
ENSG00000163374;NM_139119
ENSG00000159176;NM_004078
ENSG00000164113;NM_001159295
ENSG00000183049;NM_153498
ENSG00000130032;NM_024082
ENSG00000171365;NM_001127899
ENSG00000161940;NM_181844
ENSG00000198920;NM_014804
ENSG00000032444;NM_001166112
ENSG00000179344;NM_002123
ENSG00000177674;NM_001040195
ENSG00000155158;NM_152574
ENSG00000029534;NM_001142445
ENSG00000134333;NM_001135239
ENSG00000110696;NM_001142705
ENSG00000112576;NM_001760
ENSG00000136098;NM_152720
ENSG00000206239;XM_001719804
ENSG00000135269;NM_015641
ENSG00000181007;NM_133466
ENSG00000196433;NM_004043
ENSG00000189120;NM_199262
ENSG00000112186;NM_006366
ENSG00000197891;NM_153378
ENSG00000128610;NM_001160264
ENSG00000212987;XM_001724153
ENSG00000185128;NM_032258
ENSG00000142961;NM_201403
ENSG00000196611;NM_002421
ENSG00000139437;NM_001143852
ENSG00000160191;NM_001001583
ENSG00000148719;NM_001002762
ENSG00000104760;NM_201552
ENSG00000160949;NM_013432
ENSG00000170476;NM_016459
ENSG00000221836;NM_012365
ENSG00000168803;NM_001159280
ENSG00000188878;NM_001080542
ENSG00000184785;XM_927661
ENSG00000122884;NM_001142595
ENSG00000110921;NM_001114185
ENSG00000165527;NM_001663
ENSG00000169972;NM_153339
ENSG00000137413;NM_138572
ENSG00000006114;NM_001163547
ENSG00000187116;NM_021250
ENSG00000107968;NM_005204
ENSG00000169891;NM_004726
ENSG00000142556;NM_025040
ENSG00000107614;NM_176083
ENSG00000125630;NM_019014
ENSG00000070759;NM_007170
ENSG00000112149;NM_004233
ENSG00000175866;NM_017451
ENSG00000187820;NM_015383
ENSG00000164879;NM_005181
ENSG00000154133;NM_019055
ENSG00000182866;NM_001042771
ENSG00000003056;NM_002355
ENSG00000161267;NM_203314
ENSG00000181915;NM_032804
ENSG00000159871;NM_182573
ENSG00000080822;NM_001040199
ENSG00000188729;NM_198184
ENSG00000178209;NM_000445
ENSG00000152942;NM_133343
ENSG00000178974;NM_017943
ENSG00000130962;NM_001142395
ENSG00000134352;NM_002184
ENSG00000172005;NM_022439
ENSG00000061936;NM_004592
ENSG00000106089;NM_001165903
ENSG00000198363;NM_032466
ENSG00000115841;NM_001170791
ENSG00000214986;XM_926802
ENSG00000111653;NM_001127583
ENSG00000121858;NM_003810
ENSG00000147996;NM_001085457
ENSG00000099800;NM_012458
ENSG00000183461;NM_001097596
ENSG00000183765;XM_001720889
ENSG00000152904;NM_004837
ENSG00000185894;NM_004678
ENSG00000121743;NM_021954
ENSG00000163239;NM_001098475
ENSG00000087586;NM_198434
ENSG00000205242;XM_002343381
ENSG00000106153;XM_946272
ENSG00000088756;NM_001010000
ENSG00000130748;NM_017854
ENSG00000167705;NM_031430
ENSG00000198089;NM_001007467
ENSG00000104490;NM_001040625
ENSG00000126062;NM_007024
ENSG00000197124;NM_001077349
ENSG00000104327;NM_004929
ENSG00000179820;NM_001020818
ENSG00000166167;NM_033637
ENSG00000122565;NM_016587
ENSG00000185222;NM_001006613
ENSG00000119392;NM_001499
ENSG00000106268;NM_198950
ENSG00000178996;NM_001102575
ENSG00000163581;NM_000340
ENSG00000171307;NM_198044
ENSG00000029725;NM_004703
ENSG00000153563;NM_001145873
ENSG00000108950;NM_017565
ENSG00000205858;XM_001715578
ENSG00000204705;XM_001714341
ENSG00000100294;NM_014507
ENSG00000118557;NM_001160213
ENSG00000108878;NM_000727
ENSG00000188641;NM_001160301
ENSG00000082074;NM_199335
ENSG00000206243;NM_019111
ENSG00000215048;NM_002121
ENSG00000176485;NM_007069
ENSG00000109625;NM_001014448
ENSG00000198601;NM_001004688
ENSG00000100105;NM_014323
ENSG00000166261;NM_003455
ENSG00000184007;NM_080391
ENSG00000101901;NM_018466
ENSG00000163599;NM_001037631
ENSG00000186832;NM_005557
ENSG00000143437;NM_178427
ENSG00000182945;XM_001130428
ENSG00000172005;NM_022440
ENSG00000188626;XM_001126912
ENSG00000163440;XM_001720182
ENSG00000178502;NM_018143
ENSG00000077264;NM_001128167
ENSG00000116580;NM_032292
ENSG00000132283;NM_173589
ENSG00000198685;NM_007354
ENSG00000183726;NM_014313
ENSG00000163110;NM_001011513
ENSG00000179832;NM_032450
ENSG00000197461;NM_033023
ENSG00000182983;NM_001134656
ENSG00000220268;XM_001722336
ENSG00000163682;NM_001024921
ENSG00000149428;NM_001130991
ENSG00000117226;NM_018284
ENSG00000180884;NM_175872
ENSG00000221974;NM_001517
ENSG00000160783;NM_007221
ENSG00000117335;NM_172355
ENSG00000125505;NM_024298
ENSG00000205765;NM_175921
ENSG00000204694;NM_013937
ENSG00000162494;XM_001713942
ENSG00000162959;NM_001137602
ENSG00000196338;NM_181303
ENSG00000138119;NM_013451
ENSG00000107566;NM_006459
ENSG00000172070;NM_080725
ENSG00000160284;NM_001142854
ENSG00000198680;NM_001004125
ENSG00000167165;NM_019077
ENSG00000170465;NM_173086
ENSG00000123329;NM_032496
ENSG00000214787;XM_943348
ENSG00000184302;NM_007374
ENSG00000066294;NM_003874
ENSG00000169432;NM_002977
ENSG00000006327;NM_016639
ENSG00000170312;NM_001130829
ENSG00000146938;NM_181332
ENSG00000176946;NM_015963
ENSG00000090615;NM_005895
ENSG00000198040;NM_001127372
ENSG00000155666;NM_024773
ENSG00000203767;XM_001720798
ENSG00000149970;NM_001168647
ENSG00000203766;XM_001720798
ENSG00000203769;XM_001720798
ENSG00000145113;NM_138297
ENSG00000161267;NM_203315
ENSG00000108848;NM_006107
ENSG00000215386;NM_001005734
ENSG00000107281;NM_015392
ENSG00000167553;NM_032704
ENSG00000185057;NM_001015891
ENSG00000150051;NM_173576
ENSG00000099974;NM_001084393
ENSG00000107736;NM_022124
ENSG00000011347;NM_004200
ENSG00000150672;NM_001142699
ENSG00000163608;NM_001025073
ENSG00000118276;NM_004775
ENSG00000069974;NM_183236
ENSG00000206393;NM_133471
ENSG00000186017;NM_001145344
ENSG00000164400;NM_000758
ENSG00000176273;NM_153226
ENSG00000204138;NM_023923
ENSG00000122299;NM_014153
ENSG00000126464;NM_020719
ENSG00000185128;NM_001001418
ENSG00000197249;NM_001127707
ENSG00000143067;XM_001715213
ENSG00000080845;NM_014902
ENSG00000139725;NM_019034
ENSG00000180667;NM_018566
ENSG00000117410;NM_004047
ENSG00000182572;NM_003536
ENSG00000124523;NM_012241
ENSG00000186445;NM_001013354
ENSG00000075240;NM_004089
ENSG00000005102;NM_004527
ENSG00000157450;NM_017610
ENSG00000205593;NM_001001794
ENSG00000134317;NM_014552
ENSG00000118156;NM_001101419
ENSG00000176261;XM_001134101
ENSG00000166548;NM_004614
ENSG00000183808;NM_203390
ENSG00000206363;NM_205854
ENSG00000084453;NM_134431
ENSG00000147164;NM_013346
ENSG00000196611;NM_001145938
ENSG00000185825;NM_001139441
ENSG00000221867;NM_005363
ENSG00000169946;NM_012082
ENSG00000139910;NM_006491
ENSG00000107798;NM_000235
ENSG00000153165;XM_001722279
ENSG00000133612;NM_031946
ENSG00000122133;NM_002571
ENSG00000204060;XM_002346379
ENSG00000165983;NM_001001484
ENSG00000063515;NM_005315
ENSG00000029559;NM_004967
ENSG00000170262;NM_178817
ENSG00000114698;NM_001128304
ENSG00000170634;NM_138448
ENSG00000055483;NM_025090
ENSG00000173715;NM_024650
ENSG00000156886;NM_005353
ENSG00000132359;NM_001100398
ENSG00000141127;NM_002767
ENSG00000165478;NM_001037558
ENSG00000134330;NM_001039613
ENSG00000119335;NM_003011
ENSG00000215755;NM_000040
ENSG00000124104;NM_152897
ENSG00000133740;NM_001951
ENSG00000160339;NM_015837
ENSG00000134490;NM_032933
ENSG00000204472;NM_004847
ENSG00000125454;NM_001126122
ENSG00000127418;NM_021923
ENSG00000175390;XM_937479
ENSG00000198585;NM_001171905
ENSG00000104827;NM_033183
ENSG00000167230;NM_173625
ENSG00000184436;NM_001008695
ENSG00000138100;NM_032546
ENSG00000112183;NM_001143941
ENSG00000169676;NM_000798
ENSG00000171497;NM_005038
ENSG00000168412;NM_005958
ENSG00000106628;NM_006230
ENSG00000171044;NM_173683
ENSG00000159712;XM_001717197
ENSG00000211689;NM_001003806
ENSG00000178209;NM_201382
ENSG00000165802;NM_015537
ENSG00000206492;NM_005275
ENSG00000163083;NM_002193
ENSG00000023445;NM_182962
ENSG00000134758;NM_198128
ENSG00000153531;NM_199162
ENSG00000157500;NM_012096
ENSG00000104765;NM_004331
ENSG00000115970;NM_022065
ENSG00000078237;NM_020375
ENSG00000160691;NM_183001
ENSG00000133026;NM_005964
ENSG00000008323;NM_001144856
ENSG00000109089;NM_014603
ENSG00000123349;NM_145897
ENSG00000134461;NM_001009941
ENSG00000160049;NM_213566
ENSG00000166448;NM_001134450
ENSG00000186645;XM_001722084
ENSG00000132330;NM_016510
ENSG00000160145;NM_003947
ENSG00000124529;NM_003495
ENSG00000088727;NM_022342
ENSG00000143199;NM_001167749
ENSG00000100023;NM_014337
ENSG00000215253;NM_001476
ENSG00000032389;NM_003310
ENSG00000037749;NM_005927
ENSG00000134940;NM_020115
ENSG00000115239;NM_145863
ENSG00000005801;NM_001130520
ENSG00000111780;NM_176818
ENSG00000162645;NM_004120
ENSG00000125954;NM_002028
ENSG00000145349;NM_001221
ENSG00000204655;NM_206813
ENSG00000157212;NM_007349
ENSG00000071539;NM_001166260
ENSG00000198758;NM_024526
ENSG00000185894;NM_001002761
ENSG00000204119;XM_002348167
ENSG00000099995;NM_001005409
ENSG00000103528;NM_016524
ENSG00000101463;NM_024893
ENSG00000122497;XM_001717398
ENSG00000164305;NM_004346
ENSG00000055044;NM_015934
ENSG00000161249;NM_001126056
ENSG00000189253;XM_002343063
ENSG00000206352;NM_007109
ENSG00000168758;NM_017789
ENSG00000169953;NM_153716
ENSG00000140350;NM_006305
ENSG00000181218;NM_033445
ENSG00000149311;NM_000051
ENSG00000215274;NM_001476
ENSG00000159086;NM_016631
ENSG00000184444;NM_000247
ENSG00000168754;NM_016490
ENSG00000203850;XM_001723566
ENSG00000141503;NM_153827
ENSG00000204179;NM_001042362
ENSG00000183941;NM_003539
ENSG00000148053;NM_001007097
ENSG00000140481;NM_182791
ENSG00000179921;NM_170699
ENSG00000108825;NM_001142654
ENSG00000099849;NM_003475
ENSG00000156687;NM_080872
ENSG00000136141;NM_015116
ENSG00000106052;NM_001079864
ENSG00000155097;NM_001695
ENSG00000174038;NM_001040411
ENSG00000187758;NM_000668
ENSG00000160097;NM_001171941
ENSG00000124942;NM_024060
ENSG00000162458;NM_001024216
ENSG00000108622;NM_001099787
ENSG00000188186;NM_001008395
ENSG00000185090;NM_152496
ENSG00000162620;NM_001105659
ENSG00000189043;NM_002489
ENSG00000124429;NM_024921
ENSG00000169704;NM_000174
ENSG00000197448;NM_001143681
ENSG00000149182;NM_032389
ENSG00000140478;NM_018652
ENSG00000102978;NM_032940
ENSG00000185250;NM_173672
ENSG00000127995;NM_022900
ENSG00000064313;NM_003184
ENSG00000163995;NM_001130086
ENSG00000167945;XM_002344945
ENSG00000054179;NM_001246
ENSG00000108622;NM_000873
ENSG00000156804;NM_148177
ENSG00000158435;NM_017546
ENSG00000169105;NM_130468
ENSG00000152484;NM_182488
ENSG00000170852;NM_015483
ENSG00000183941;NM_003538
ENSG00000179403;NM_022834
ENSG00000156973;NM_002601
ENSG00000206466;NM_021904
ENSG00000153767;NM_005513
ENSG00000178217;NM_001145719
ENSG00000125970;NM_007367
ENSG00000153130;NM_001153635
ENSG00000152359;NM_152408
ENSG00000169327;NM_001004731
ENSG00000143954;NM_198448
ENSG00000174276;NM_014205
ENSG00000218819;XM_001717344
ENSG00000087995;NM_181725
ENSG00000132535;NM_001365
ENSG00000152078;NM_152487
ENSG00000109132;NM_003924
ENSG00000115255;NM_138393
ENSG00000137449;NM_182646
ENSG00000166246;NM_139170
ENSG00000164163;NM_001040876
ENSG00000135903;NM_001127366
ENSG00000167272;NM_015918
ENSG00000007001;NM_001135098
ENSG00000213077;NM_145303
ENSG00000169180;NM_015171
ENSG00000058804;NM_001168551
ENSG00000174939;NM_181718
ENSG00000185651;NM_198157
ENSG00000200075;NM_024116
ENSG00000110057;XM_001721374
ENSG00000008838;NM_014815
ENSG00000171621;NM_025106
ENSG00000159433;XM_001129482
ENSG00000104879;NM_001824
ENSG00000197991;NM_022843
ENSG00000171160;NM_001098831
ENSG00000163012;NM_182521
ENSG00000178458;NM_001005464
ENSG00000132361;NM_015229
ENSG00000156042;NM_145170
ENSG00000184277;NM_025141
ENSG00000125384;NM_000956
ENSG00000089022;NM_139078
ENSG00000135473;NM_001127460
ENSG00000197837;NM_001034077
ENSG00000171476;NM_032495
ENSG00000150244;XM_001713681
ENSG00000055813;NM_001080433
ENSG00000148942;NM_178498
ENSG00000110906;NM_031954
ENSG00000188725;NM_001048249
ENSG00000213397;NM_207107
ENSG00000115523;NM_012483
ENSG00000137496;NM_001145055
ENSG00000005238;NM_025182
ENSG00000109099;NM_153321
ENSG00000168452;NM_138717
ENSG00000074370;NM_174958
ENSG00000006283;NM_198387
ENSG00000188483;NM_203434
ENSG00000213044;NM_000483
ENSG00000188626;XM_002343357
ENSG00000100116;NM_014291
ENSG00000213995;NM_018210
ENSG00000206290;NM_001163771
ENSG00000215379;NM_001145004
ENSG00000006740;NM_014859
ENSG00000157954;NM_001033520
ENSG00000172869;NM_005509
ENSG00000163618;NM_003716
ENSG00000188316;XM_939821
ENSG00000079150;NM_181342
ENSG00000185078;NM_001024921
ENSG00000173264;NM_001170726
ENSG00000168675;NM_181482
ENSG00000206304;NM_019101
ENSG00000153446;NM_001098514
ENSG00000177947;NM_053280
ENSG00000154174;NM_014820
ENSG00000023330;NM_000688
ENSG00000211695;NM_001003806
ENSG00000203899;XM_001724523
ENSG00000091010;NM_002700
ENSG00000134882;NM_001144072
ENSG00000123562;NM_001142419
ENSG00000104231;NM_001170796
ENSG00000130227;NM_001100161
ENSG00000102309;NM_001170747
ENSG00000170217;XM_001719283
ENSG00000109911;NM_019040
ENSG00000172239;NM_006451
ENSG00000075340;NM_017483
ENSG00000187456;NM_001163121
ENSG00000124920;NM_001127392
ENSG00000141325;NM_138363
ENSG00000120438;NM_030752
ENSG00000128581;NM_001130822
ENSG00000213672;NM_016453
ENSG00000182718;NM_001136015
ENSG00000163995;NM_001130085
ENSG00000134852;NM_004898
ENSG00000102908;NM_001113178
ENSG00000137675;NM_022122
ENSG00000176358;NM_001077503
ENSG00000025156;NM_004506
ENSG00000217250;XM_001720134
ENSG00000113889;NM_000893
ENSG00000130475;NM_001161359
ENSG00000112214;NM_020482
ENSG00000134046;NM_015832
ENSG00000166851;NM_005030
ENSG00000206364;NM_001710
ENSG00000168000;NM_032667
ENSG00000118900;NM_001079514
ENSG00000177954;NM_001030
ENSG00000108602;NM_000691
ENSG00000187796;NM_052813
ENSG00000115053;NM_005381
ENSG00000134780;NM_006133
ENSG00000119408;NM_001166167
ENSG00000183038;NM_013430
ENSG00000107874;NM_024040
ENSG00000185261;NM_173665
ENSG00000206321;NM_147130
ENSG00000188822;NM_001841
ENSG00000205029;NM_001005496
ENSG00000173431;NM_138331
ENSG00000186269;NM_178354
ENSG00000163923;NM_052969
ENSG00000118168;NM_021571
ENSG00000105829;NM_005868
