ANALYSENR	LABORNR	RAUMSCHLUESSEL	LAND	FUNDORT	FUNDPLATZ	ORTNR	LAENGENGRAD	BREITENGRAD	MUSEUM	ZEITSTUFE	KULTUR	C14DATIERUNG	OBJEKTTYP	OBJEKT	VCU	CU	VSN	SN	VPB	PB	VAS	AS	VSB	SB	VAG	AG	VNI	NI	VBI	BI	VAU	AU	VZN	ZN	VCO	CO	VFE	FE	GEWICHT	DOPPELANALYSE
615	00545	32	I	Monte Maggio, Prov. Siena	F.O.?	3414	11.000	43.000	Siena	4			110	Randleistenbeil		0		4.7		0.05		0.05		0.1	6	0.01	1	0.001		0.005		0		0.09		0		0.14		
616	00701	32	I	Monte Merano, Prov.Grosseto	F.O.?	3415	11.483	42.617	Florenz	3			210	Stabdolch m. 3 beids. Mittelrippen 75365 T.		0		0		0		4.3		0.31		0.05		0.001		0		0		0		0		0		
617	00699	32	I	Monte Merano, Prov.Grosseto	Depot	3415	11.483	42.617	Florenz	3			210	Stabdolch mit 2 großen Hutnieten		0		0		0.09	9	5		0.33		0.09	1	0.001		0.04		0		0		0		0		
618	00702	32	I	Montespértoli, Prov. Florenz	Depot	3431	11.067	43.633	Florenz	25			112	Flachbeil, Ansatz zu Randleisten		0		0		0		0	1	0		0.06		0.001	6	0.001		0	1	0		0		0		
619	00718	32	I	Montespértoli, Prov. Florenz	Grab	3431	11.067	43.633	Florenz	25			212	Dolch m. 3-5 Nietl. u. beids. Mittelrippe		0		0		0		0		0.02		0.06		0.03		0		0		0		0	1	0		
620	00719	32	I	Montespértoli, Prov. Florenz	Grab	3431	11.067	43.633	Florenz	25			212	Dolchfragment m. 5 Nietl. u. Mittelgrat		0		0		0.24		1.5		1.3		0.3		0.02	1	0		0		0		0		0.02		
621	00543	32	I	Pallazzone, Prov.Siena	Grab	3896	11.933	42.883	Siena	25			104	Flachbeil		0	6	0.01		0.05		1.45		1.15		0.06		0.04	6	0.001		0		0.01		0		0.16		
622	00656	31	I	Pavia, Prov.	F.O.?	4185	9.000	45.000	Pavia 1636	25			201	Dolch m. 2 seitl. Kerben u. beids. Mittelgr.		0		0		0		0.95		0	6	0.01		0.01		0.011		0		0		0	6	0.01		
623	00668	31	I	Peschiera, Prov. Verona	Einzf.	3963	10.683	45.433	Verona	6			614	Dreiringnadel		0		12.5		0.04		0.18		0.27		0.04		0.31		0.03		0		0		0.18	7	1		
624	00670	31	I	Peschiera, Prov. Verona	Pfahlbau	3963	10.683	45.433	Verona	4			616	Kugelkopfnadel		0		5.9		0.12		0.18		0.01		0.01		0.03	9	0.2		0	1	0		0.15	7	1		
625	00672	31	I	Peschiera, Prov. Verona	Pfahlbau	3963	10.683	45.433	Verona	6			626	Nadel m. horizontal durchb. Kugelkopf		0		10		0.57		0.2		0.09		0.04		0.03		0.02		0		0		0.15		0.03		
626	00673	31	I	Peschiera, Prov. Verona	Pfahlbau	3963	10.683	45.433	Verona	6			614	Dreiringnadel		0		8.1		0.1	6	0.1		0.35		0.05		0.02		0.08		0		0.05		0	7	1		
627	00534	32	I	Pienza, Prov.Siena	Pfahlbau	3989	11.667	43.067	Siena	25			104	Flachbeil		0		0.01		0.15		2.5		2.3		0.27	6	0.05		0		0		0		0		0.03		
628	00535	32	I	Pienza, Prov.Siena	Siedl.? Im Gebiet des "Ospedaletto"	3989	11.667	43.067	Siena	25			104	Flachbeil		0	1	0		0.02		1.5		1.45		0.14	6	0.05		0		0		0		0		0.02		
629	00536	32	I	Pienza, Prov.Siena	Siedl.? Im Gebiet des "Ospedaletto"	3989	11.667	43.067	Siena	25			110	Flachbeil, Ansatz zu Randleisten		0		0	1	0		0.34		0.39		0.02	1	0.001		0		0		0	1	0		0		
630	00537	32	I	Pienza, Prov.Siena	Siedl.? Im Gebiet des "Ospedaletto"	3989	11.667	43.067	Siena	25			212	Dolch mit 3 Nietlöchern		0		0		0.12		3.3		0.48		0.05	6	0.05		0		0		0		0		0.08		
631	00538	32	I	Pienza, Prov.Siena	Siedl.? Im Gebiet des "Ospedaletto"	3989	11.667	43.067	Siena	25			201	Dolch m. 2 Kerben a. Heft u. schw. Mittelgr.		0		0		0		1.5		0.65		0.26	6	0.05		0		0		0		0		0		
632	00681	32	I	Poggio Aquilone, Prov. Perugia	Siedl.? Im Gebiet des "Ospedaletto"	4059	12.283	42.900	Bologna	25			210	Stabdolch m. 2 Reihen/3 Nietl. u. beids. Mittelr.		0		0	1	0		3.3		0		0.01		0.02		0.003		0		0		0		0.04		
633	00682	32	I	Poggio Aquilone, Prov. Perugia	Grab	4059	12.283	42.900	Bologna	25			112	Flachbeil		0		0		0		0		0.16		0.01	1	0.001	6	0.001		0		0		0		0.1		
634	00703	32	I	Pomarance?, Prov.Pisa	Grab	4075	10.867	43.300	Florenz	25			110	Flachbeil, Ansatz zu Randleisten		0		0		0		0.28		0.22		0.23		0.001		0		0		0		0		0		
635	00657	31	I	Portalbere, Prov.Pavia	Siedl.	4092	9.317	45.100	Pavia 1645	25			104	Flachbeil		0		0.78		0		0.03	1	0		0		0.02	6	0.001		0		0		0		0.04		
636	00550	32	I	Quercieto, Prov.Siena	F.O.?	4213	11.067	43.317	Siena	25			212	Dolch m. 2 Nietlöchern u. Mittelgrat		0	6	0.01		0.02		2.1		0.9		0.13		0.02	1	0		0		0		0		0.02		
637	00658	31	I	Quinzano Doglio, Prov.Brescia	3 Steinbeilchen u.2 Silexspitzen Typ Remedello	4215	10.000	45.317	Verona	25			104	Flachbeil		0		0		0		0	1	0		0.04		0.02	6	0.001		0		0		0		0.01		
