Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
2.02	0.67	1.42
1.31	0.99	1.65
2.18	1.28	0.87
1.61	0.91	1.81
1.41	0.79	1.74
1.23	1	1.25
0.61	0.96	0.81
1.21	1.17	1.73
2.23	0.97	1.66
0.59	0.84	0.91
1.09	0.97	1.48
2.37	1.09	1.81
1.5	0.92	1.12
1.49	1.14	1.97
1.24	0.93	0.87
0.35	0.7	0.79
0.95	1.01	1.48
0.56	0.77	1.42
1.47	0.62	1.1
1.65	0.79	1.34
1.52	0.64	2.94
0.45	0.51	0.23
1.9	1.05	1.29
1.48	1.05	1.88
0.98	1.04	0.59
1.11	1.04	2.26
2.75	0.74	1.55
0.99	0.93	1.93
1.3	0.79	1.3
2.52	0.82	2.21
1.59	0.92	3.05
1.45	1.12	1.25
1.35	0.97	1.39
0.82	0.89	0.84
0.97	1.02	1.05
1.41	0.88	1.65
1.16	0.8	1.06
2.18	0.91	1.84
2.08	0.76	1.63
2.57	0.84	4.18
1.92	0.93	1.86
2	0.85	1.58
0.82	0.84	1.3
1.24	1.12	2.53
1.6	0.92	1.86
1.44	0.95	1.76
1.57	1.05	2.45
0.28	0.68	0.46
1.23	1.02	0.82
1.13	1.04	1.23
0.97	0.97	0.92
1.3	0.98	1.24
1.78	0.98	2.61
0.9	0.87	1.07
1.53	1.01	1.69
1.36	0.94	1.42
0.94	1	1.13
2.19	0.79	1.95
1.75	0.83	1.49
1.93	1.03	1.04
1.81	1.18	2.47
1.62	1.35	2.73
0.52	0.79	1.19
1.09	0.98	0.63
1.14	0.89	1.09
1.19	0.96	1.62
2.04	1.03	1.5
1.3	0.98	1.09
0.21	1.02	0.69
1.1	1.08	1.15
1.41	0.97	2.11
1.9	1.02	1.62
1.2	1.19	2.3
2.3	0.99	2.99
1.57	0.67	1.51
1.72	0.86	1.94
1.7	0.89	1.27
0.85	0.75	1.94
0.56	1.03	1.26
1.8	0.95	1.8
0.78	0.98	1.1
1.53	0.87	1.7
1.17	1.07	2.92
1.7	1.08	1.39
0.36	0.94	0.83
2.27	0.96	1.91
1.07	0.93	1.13
1.31	1.12	1.91
1.62	1.02	1.47
1.09	0.89	1.13
1.62	0.96	1.38
1.69	1.21	1.57
0.91	0.83	1.81
0.78	1.06	0.58
1.85	0.95	1.93
0.65	0.98	2.14
1.73	0.92	1.4
1.71	1.1	2.06
1.28	0.91	1.31
1.03	0.95	1.47
1.83	1.05	1.78
1.03	0.94	1.07
1.59	0.94	1.28
2.57	0.88	1.41
1.93	0.96	1.5
1.36	0.9	1.68
2.12	1.08	2.04
1.5	1.07	1.37
1.76	0.82	1.38
1.45	1.04	1.6
0.77	1.12	1.68
1.46	0.76	1.1
1.82	1	2
1.19	0.96	1.98
0.58	0.97	0.85
1.82	0.7	2.46
3.05	0.96	5.75
2.72	0.96	2.88
1.16	0.74	1.17
1.64	1.07	1.65
1.32	0.75	0.88
0.89	0.82	1.05
1	0.73	1.19
1.31	1.03	1.11
1.49	1	1.7
1.76	1.2	2.29
1.26	1.01	1.13
0.89	0.93	1.41
2.27	0.92	2.28
1.02	0.94	1.31
1.5	1	1.91
2.09	0.91	1.13
2.02	0.95	2.42
1.54	0.97	1.38
2.06	0.96	1.9
0.83	1.32	1.07
1.2	0.82	0.6
1.51	1.02	1.38
1.4	1.09	1.07
1.74	0.76	1.22
1.68	0.7	1.5
2.02	0.89	1.73
1.23	0.89	1.76
1.76	0.84	1.43
1.35	1.05	1.28
2.06	0.86	2.13
2.35	1.08	2.35
4.6	1.28	4.24
2.25	1.12	3.58
0.93	1.04	1.29
0.88	0.99	0.96
1.25	0.99	1.28
1.48	1.05	1.91
2.19	0.91	3.05
2.13	1.27	1.56
1.98	0.83	1.47
1.9	0.94	1.57
1.09	1.02	1.32
1.89	1	1.45
0.52	0.81	0.55
1.32	0.97	1.02
2.23	1	1.72
0.8	0.8	1.63
0.71	0.96	0.57
1.39	0.85	1.35
2.65	1.06	1.92
0.79	1.01	1.16
1.22	0.93	0.88
4.07	0.86	2.7
1.71	1.21	2.06
1.65	0.91	1.24
1.82	0.92	1.28
1.91	1.1	1.37
2.08	0.98	2.28
0.58	0.94	0.87
1.05	0.97	1.8
2.3	1.04	2.25
1.63	0.97	1.97
2.87	1.35	3.15
0.85	0.87	0.97
2.26	0.98	1.68
2.72	1.07	2.4
1.76	0.9	3.11
1.84	1.04	1.9
1.42	0.83	0.93
0.82	0.83	0.98
1.35	0.98	1.29
1.41	0.91	1.15
1.4	0.87	1.71
1.83	0.96	1.13
0.91	0.91	1.16
1.63	0.81	1.35
3.37	0.88	2.91
1.46	1.09	1.27
1.87	1.02	2.25
2.19	0.91	2.27
0.99	1	1.16
1.62	1.1	1.15
1.01	0.84	1.22
1.64	1.03	1.04
2.05	0.96	2.33
2.09	1.18	1.48
1.42	0.95	1.26
1	0.89	1.74
1.39	1.08	1.06
1.42	0.94	1.72
2.39	0.9	2.04
3.46	1.07	2.2
2.96	0.9	1.99
2.05	0.91	2.67
2	0.96	1.82
2.71	0.84	1.62
0.99	0.84	1.07
1.41	0.94	0.86
2.74	0.84	2.1
1.04	0.91	1.65
2.29	0.91	2.55
1.32	0.81	1.09
1.34	0.91	1.63
2.47	0.85	1.3
0.77	0.96	0.81
2.48	1.01	1.43
2.02	1.13	1.51
1.78	0.97	1.53
1.04	0.8	1.29
1.58	0.75	1.1
1.35	1.26	1.48
1.18	0.97	1.49
1.27	1.04	2
2.09	0.86	1.96
1.06	0.99	0.88
1.49	0.81	1.43
1.37	0.86	1.2
0.54	0.68	2.15
1.47	1.05	0.99
2.15	0.86	5.85
0.51	1.07	1.95
1.6	1.01	1.34
0.99	0.9	1.53
2.22	0.83	2.8
1	1.07	0.97
0.38	0.9	0.77
1.14	0.73	0.83
2.13	1.07	2.3
1.32	0.72	1.18
1.23	0.84	2.36
1.39	0.82	1.57
1.78	1.07	2.82
3.43	0.97	2.39
1.3	0.82	1.3
0.82	0.94	0.81
1.18	0.86	1.4
1.36	1.1	1.93
1.96	1.13	1.62
2.27	1.03	1.79
2.14	0.81	1.09
1.1	1.1	1.02
0.53	0.8	0.85
1.64	1.04	0.87
0.85	0.84	1.45
1.07	1.01	0.94
1.4	0.92	1.36
1.25	0.67	1.06
1.38	1.07	1.33
1.26	0.86	1.38
1.73	1.01	1.4
1.55	0.78	1.26
1.98	0.88	2.33
1.68	0.89	1.3
1.45	1.01	1.74
1.43	1.03	1.28
2.41	1	1.86
1.81	0.92	1.93
2	0.89	1.18
1.87	0.75	1.07
1.28	1.08	1.74
1.63	0.81	1.89
1.06	0.78	1.35
1.29	0.9	1.51
1.27	0.98	1.51
1.42	0.78	2.34
3.59	1	2.11
1.32	1.01	1.49
2.7	1.65	2.75
2.53	0.86	2.12
2.63	0.96	2.73
1.22	1.1	4.28
1.48	0.98	1.17
0.23	0.88	0.65
1.76	0.95	1.91
2.31	1.01	2.48
2.61	0.98	2.3
1.73	0.93	3.78
0.82	0.89	0.95
1.69	0.84	1.18
1.43	1.24	2.46
2.23	0.92	2.79
1.67	0.9	1.55
1.23	0.97	1.42
1.35	0.96	0.89
1.41	0.79	1.36
1.6	0.9	1.08
1.79	0.8	1.6
1.4	1.26	2.34
1.82	0.92	1.78
1.09	1.1	1
1.7	1.04	1.75
0.75	0.65	1.42
2.36	1.03	1.68
1.78	0.97	1.31
0.92	0.78	1.22
1.14	0.75	1.95
1.45	1.2	1.42
1	1.18	1.42
1.43	1.08	0.9
1.66	0.98	1.93
2.25	1.13	2.57
0.73	0.86	0.73
1.55	0.82	1.47
2.62	1.04	3.32
1.81	1.16	1.81
2.69	0.99	1.43
1.8	1.02	2.47
1.54	0.97	1.46
1.23	0.78	0.81
2.23	0.92	2.16
1.39	0.77	1
2.59	1.18	1.72
1.3	0.73	0.91
1.56	1.04	1.52
1.31	0.88	1.45
1.24	1	1.5
1.57	0.73	1.81
1.57	0.81	2.04
0.89	0.84	2
0.79	0.98	0.97
1.13	0.97	0.63
1.72	0.88	1.73
2.83	1.07	2.51
0.63	0.7	0.3
2.09	0.84	1.31
1.86	1.21	1.96
2.17	1	1.63
1.13	0.65	1.72
1.08	0.88	1.18
1.55	1.01	1.22
1.15	0.86	1.87
1.22	0.7	1.51
2.45	1.02	2.72
1.79	0.91	2.43
3.08	1.07	3.26
2.13	0.87	1.47
1.58	0.95	1.37
0.96	0.79	1.74
1.98	1.14	1.86
0.57	0.96	1.55
2.33	1.25	1.76
1.49	0.79	1.74
1.76	1.04	1.92
3.08	1.04	1.26
1.72	1.02	1.44
1.26	0.7	1.33
2.32	1.05	1.94
2.22	0.77	1.98
3.59	1	4.52
1.89	1.06	1.93
0.3	1.04	0.92
0.94	1.11	1.52
1.28	0.95	0.92
0.96	0.87	1
1.63	0.89	1.59
1.58	1.15	1.04
1.42	0.82	1.32
2.3	0.98	2.39
1.13	0.76	1.16
1.68	0.87	1.91
1.3	0.94	1.5
0.59	0.97	1.66
1.34	0.89	1.27
0.83	0.98	0.98
1.73	1.12	3.08
3.09	1.19	2.51
2.41	1.05	1.26
1.21	0.78	1.69
2.87	0.97	1.61
1.02	0.92	1.36
1.71	1.35	2.25
0.97	0.85	1.03
1.04	1.14	1.36
1.1	1.02	0.95
0.91	0.95	1.42
1.2	0.81	1.03
1.64	0.69	0.81
1.04	0.83	1.56
1.65	0.88	1.29
2.07	0.92	1.59
2.28	1	1.76
1.26	1.01	1.82
0.57	0.88	0.88
1.6	0.86	3.68
1.64	0.98	1.67
0.8	0.75	0.98
1.39	0.86	1.74
3.02	1.04	1.87
1.53	0.98	1.16
2.22	1.11	2.08
0.57	0.72	1.39
2.04	1.32	3.09
2.03	1.09	2.87
1.04	1.67	2.24
0.81	1	0.71
0.73	0.9	1.23
2.15	0.85	3.25
1.68	0.95	1.54
1.62	0.96	2.34
1.4	0.89	1.09
1.77	0.88	1.41
1.81	1.01	2.63
1.69	0.96	1.96
1.84	1.04	1.61
0.76	0.9	0.44
2.11	0.9	1.66
1.45	0.98	1.69
1.06	0.75	1.59
1.24	0.74	1.01
2.05	1.03	1.68
2.53	1.1	2.38
0.89	1	1.4
2.49	1.07	2.94
1.33	0.9	1.18
1.52	0.89	1.78
0.74	1.01	1.2
2.75	1.17	3.25
1.37	0.94	1.25
2.08	0.86	2.02
1.36	1.09	1.42
1.98	0.86	1.31
2.13	1.08	3.3
2.06	0.81	1.21
2.15	0.95	1.68
3.14	1	1.75
2.05	0.93	1.36
2.02	0.96	1.54
1.26	1	0.83
3.29	1.27	2
1.75	0.95	1.34
0.82	1.18	2.4
1.45	0.73	1.04
0.88	1.02	1.17
0.55	0.79	1.52
0.96	0.79	0.67
1.24	0.96	1.09
1.37	0.97	1.42
2.51	0.94	1.36
2.08	0.9	1.47
1.47	0.93	1.08
1.3	0.91	1.69
0.71	0.93	0.91
1.55	0.9	1.62
1.24	0.68	1.66
0.66	1.08	1.21
1.64	1.03	2.11
2.58	1.02	1.98
1.31	1.02	1.27
2.25	1.13	3.48
1.01	0.84	1.34
0.64	0.82	0.45
1.19	1.02	1.56
1.88	0.9	1.06
1.73	1	1.36
1.66	0.97	1.7
1.72	0.59	1.92
2.05	0.92	1.54
1.44	1.02	2.01
1.36	0.99	1.25
1.34	0.97	1.51
1.97	0.9	1.62
1.88	0.85	2.04
0.82	1.1	1.32
0.94	0.95	0.98
1.11	0.95	1.44
2.25	1.08	2.13
1.67	1.03	2.29
0.83	0.94	1.13
1.63	0.99	1.87
2.39	0.84	1.53
1.39	0.99	1.83
1.85	0.97	1.86
0.95	0.87	1.07
2.81	1.07	1.77
1.3	0.92	1.25
1.98	1.11	2.56
1.6	0.77	1.98
1.41	0.93	1.28
1.08	0.98	1.4
1.5	1.06	1.92
2.26	1.03	2.36
1.79	0.91	1.71
1	0.91	1.16
1.58	1.18	1.88
1.04	1.11	1.48
1.81	1.25	1.45
0.97	0.87	1.51
0.82	0.94	1.93
2.23	1.22	2.31
1.76	0.96	1.47
2.84	1.06	2.42
1.41	0.78	0.64
1.73	0.54	1.61
1.19	1.1	1.19
1.31	0.86	1.98
1.98	1.16	2.5
2.01	0.93	1.51
1.79	0.82	1.36
2.57	0.89	1.86
1.83	1.13	2.23
1.69	0.91	1.21
2.52	0.97	2.2
1.17	1.06	1.35
1.95	0.99	1.94
1.8	0.79	1.5
1.02	0.86	1.53
1.31	0.76	1.51
0.82	1.09	1
1.13	0.97	1.44
1.91	0.92	2.07
1.24	0.88	1.77
0.21	1.07	0.61
1.77	0.83	1.29
1.97	0.79	1.98
1.6	0.89	2.33
1.66	0.88	0.8
1.75	0.87	1.27
1.06	0.93	1.08
1.29	0.88	1.33
2.21	1.28	2.39
1.62	0.79	1.67
0.97	0.72	0.93
1.99	0.82	2.13
0.84	0.89	0.98
2.1	0.86	1.63
1.86	0.91	1.64
1.51	0.91	1.38
0.77	0.73	0.98
1.83	1.06	1.58
1.58	0.94	2.35
1.19	0.97	2.36
1.09	0.9	1.66
0.97	1.01	1.42
2.75	1.28	1.98
1.59	0.79	1.46
0.73	0.82	0.49
1.64	0.97	1.33
1.36	0.98	1.25
1.91	0.89	1.72
1.18	0.95	1.44
1.2	0.86	1.4
1.51	0.94	1.23
1.37	0.88	1.17
2.21	1.1	1.55
1.82	1.12	1.95
0.95	0.98	1.04
1.35	0.94	1.1
0.9	0.89	1.06
0.99	0.94	1.11
1.82	1.01	1.94
2.12	0.96	1.55
1.8	0.79	1.5
0.85	0.91	0.81
1.5	0.99	1.2
3.07	1.04	2.63
0.74	0.89	1.08
0.84	0.86	1.97
1.81	1.01	1.35
0.85	0.98	1.54
1.4	1.02	1.33
0.92	1.02	1.1
1.12	0.84	1.47
1.46	0.96	0.89
2.09	1.08	1.69
0.74	0.91	0.8
1.21	1.13	1.73
0.52	0.71	0.2
1.03	0.9	1.78
1.09	0.99	1.41
2.39	0.75	2.27
0.43	1.1	0.76
0.91	1.09	0.81
1.46	0.85	1.62
1.17	1.05	1.55
1.55	0.95	1.43
1.56	1.2	2.31
2.22	0.96	2.62
1.89	0.92	1.42
0.62	0.69	0.33
2.61	1.13	1.27
1.5	0.99	1.49
2.24	0.94	3.69
4.63	0.89	2.19
0.65	0.79	0.28
0.24	1.14	0.73
1.61	0.94	2.12
1.5	0.93	1.45
1.93	0.95	1.67
1.89	1.08	1.98
1.22	1.04	1.38
1.42	0.82	1.38
0.91	1	0.94
1.92	0.9	2.39
1.37	0.71	1.28
2.13	0.87	1.28
0.66	1.01	0.63
1.09	0.76	1.03
1.71	0.86	1.48
0.87	1.73	2.47
1.85	1.15	1.81
1.12	1.01	1.5
1.45	0.95	1.23
1.78	0.92	2.66
2.14	1.12	1.94
0.45	0.84	0.54
0.98	0.95	0.99
1.26	0.89	1.65
2.76	1.26	3.07
1.51	0.88	2.02
2.24	0.94	2.76
0.61	0.97	1.34
0.58	0.97	1.01
1.08	0.84	1.35
1.57	0.91	1.94
1.16	0.74	1.54
1.63	0.83	1.81
0.89	1.08	1.42
2.16	0.88	2.23
1.76	0.77	1.02
1.52	0.76	1.49
0.11	1.01	0.21
1.45	0.86	0.75
0.38	0.94	0.54
1.38	0.84	1.39
1.9	0.94	1.69
0.36	0.98	1.1
1.98	0.79	1.18
1.06	0.91	1.76
2.38	0.96	1.85
2.44	0.93	3.31
0.96	0.89	0.95
3.54	1.44	3.54
1.42	0.87	0.69
3.77	0.93	1.96
0.98	0.7	1.55
0.66	0.86	1.58
1.74	0.94	1.88
1.29	1.11	1.29
2.09	1.06	1.49
1.53	1.18	2.25
1.1	1.1	2.01
1.11	1	1.59
2.13	1.1	1.79
4.2	1.18	1.81
2.48	1.04	1.2
0.85	1.23	2.98
1.45	1	1.78
1.43	0.87	1.72
2.7	0.5	1.58
1.15	1.24	1.08
1.28	1.1	1.4
0.97	0.7	1.48
0.86	0.99	0.87
1.79	0.91	2.12
2.2	0.89	2.16
1.1	1.1	1.09
1.51	1.22	3.2
1.34	1	1.11
1.76	1	1.1
2.15	0.95	2.26
4.08	1.29	4.06
3.17	1.03	3.47
1.55	1.02	1.4
1.89	1.03	2.61
1.87	0.96	1.6
3.3	0.99	1.68
0.73	0.78	0.77
1.9	1.09	2.93
1.35	1.03	1.49
1.41	1	1.56
1.17	0.96	1.37
1.35	1.08	1.06
1.51	1.02	1.54
2.23	1.13	2.16
1.56	0.7	1.04
2.1	1.02	2.46
1.7	0.92	1.5
1.25	0.93	1.65
2.05	0.96	3.11
3.27	1.13	1.53
1.04	1.19	1.19
1.64	0.74	2.1
2.41	1.12	4.48
0.66	0.93	1.15
2.07	1.01	2.26
1.72	0.94	1.41
3.03	1.07	2.03
4.69	1.31	4.51
1.67	1.03	2.15
0.74	0.6	0.3
2.18	1.05	1.29
1.75	0.88	0.96
0.81	0.92	1.3
2.13	0.81	1.85
0.92	0.67	1.22
1.33	0.71	1.16
1.08	1.07	1.29
1.07	1.05	1.37
0.31	0.97	1.6
1.68	0.95	2.11
2.59	0.78	1.34
1.84	1.18	3.06
0.52	0.84	0.45
0.66	0.89	0.83
2.17	1	1.39
2.13	0.88	2.36
2.85	1.38	3.94
2.26	0.98	2.84
3.77	1.26	3.85
2.38	1.07	1.54
1.02	0.85	2.7
2.98	1.15	1.57
2.01	0.9	1.86
1.99	0.91	1.58
0.67	0.99	0.97
2.15	1.3	2.15
3.74	1.22	2.9
1.74	0.92	2.41
1.87	0.79	2.36
1.26	1.23	1.31
1.17	0.73	1.23
1.72	0.72	2.32
0.52	0.86	1.6
1.49	0.98	1.82
1.01	1.06	1.54
1.75	1.12	2.18
1.12	0.85	0.85
1.95	1.18	1.73
1.28	1.08	1.36
0.97	0.82	1.19
1.1	1.11	2.07
2.64	1.31	2.36
1.11	1.09	1.79
1.69	0.92	2.46
5.53	1.09	1.97
1.05	1.1	1.41
1.73	0.76	1.43
1.43	0.82	1.23
1.5	0.9	1.8
0.97	1.01	1.15
2.15	0.89	2.34
0.89	1.01	1.31
1.75	0.97	3.54
2	0.91	2.01
1.24	0.89	1.51
1.41	0.84	1.54
1.75	1.02	1.73
3.29	0.82	1.97
2.89	0.88	2.43
2.15	1.09	2.33
2.38	1.22	2.07
0.27	1.08	1.71
1.14	0.81	0.65
2.48	0.94	1.79
1.71	0.87	1.32
2.26	1.05	2.39
1.99	1.12	1.98
1.22	0.94	1.49
0.36	0.81	1.05
1.89	1.02	1.14
1.39	1.02	2.2
1.44	0.97	1.5
2.9	1.09	2.09
2.52	0.91	1.89
1.06	1.01	1.05
2.24	1.02	2.92
2.01	1.03	0.65
1.09	1.07	1.23
1.06	1.13	1.06
1.14	0.96	1.69
1.17	1	1.68
0.35	0.95	0.64
1.23	1.12	2.51
1.4	0.98	1.05
1.07	0.86	1.94
1.38	0.85	1.53
1.45	1.11	2.55
1.95	0.9	6.21
1.33	1.03	1.5
1.37	0.59	1.19
1.12	1.01	2.29
2.3	0.85	2.11
1.11	0.7	1.26
3.27	1.07	2.22
1.18	1.29	0.89
1.66	0.71	1.61
1.23	0.78	1
1.62	1.05	1.52
1.64	1.04	3.05
3.89	0.97	1.89
1.18	0.67	1.14
1.32	0.94	1.21
1.58	0.97	1.81
1.19	0.77	1.53
1.06	1.01	1.25
1.11	0.94	1.13
1.66	1.01	1.8
1.05	0.78	0.88
0.62	1.06	0.98
1.47	0.84	0.89
1.13	0.81	1.18
2.76	1.06	3.73
1.79	1.08	1.59
2.7	0.8	1.92
1.88	0.89	2.06
0.64	0.87	1.55
2.66	1.02	2.35
2.55	1.1	1.48
1.9	0.76	1.39
2.73	0.9	2.08
1.02	1.09	1.03
1.24	0.79	1.05
1.01	0.83	1.18
1.34	1.12	0.84
0.62	0.84	1.16
3.5	0.77	1.77
0.68	0.53	0.81
1.27	1.08	1.19
0.98	0.76	0.77
0.2	1.03	0.78
1.77	1.05	1.48
0.56	1.22	0.78
1.44	0.81	1.28
1.48	0.94	1.4
1.41	0.7	0.62
1.89	1.04	1.5
1.01	1.05	1.22
2.4	1.18	2.96
1.73	0.95	1.47
0.72	0.98	0.86
1.36	0.86	1.43
1.27	1.02	1.59
2.05	1.25	2.57
1.1	0.85	0.97
1.28	0.86	2.61
1.08	1.14	2.37
0.77	0.82	0.89
2.17	0.78	1.66
1.41	0.58	2.3
1.7	1.03	2.02
2.11	0.89	2.42
2.94	1.18	1.43
1.18	0.99	1.38
0.8	1.04	1.09
1.03	0.98	1.03
1.94	1.41	5.06
2.08	0.75	1.22
1.37	0.76	1.53
2.38	1.06	2.05
0.67	0.97	1.05
2.3	0.92	1.63
0.27	0.89	0.63
0.6	0.54	0.33
2.84	1.11	2.43
1.01	0.89	0.76
1.02	1.06	1.34
2.2	1	2.34
0.22	0.98	0.79
1.55	0.7	1.09
1.94	1.27	1.99
0.99	0.82	0.83
1.56	0.8	1.72
1.78	0.78	1.76
1.32	0.87	1.47
0.53	0.83	2.31
1.44	0.88	2.68
1.61	1.1	1.12
2.17	0.76	1.56
2.17	0.85	1.38
0.96	0.89	1.09
1.96	0.9	1.38
1.17	1.04	1.1
1.58	0.75	1.5
1.77	0.91	1.55
1.56	0.83	1.45
1.13	1.01	1.25
1.84	0.93	1.73
1.74	0.91	1.44
2.35	1.13	2.21
2.17	1.24	1.89
1.66	0.79	1.61
0.79	0.88	0.66
2.43	1.04	1.83
1.36	0.84	1.37
0.97	1.07	0.89
1.14	0.92	0.9
1.61	1.04	2.23
2.45	1.3	5.56
1.17	0.92	1.05
1.72	0.84	1.5
1.45	1.08	1.37
1.13	0.7	2.5
0.73	1.01	0.88
1.26	1.01	1.32
1.28	1.06	0.97
2.41	1.1	1.65
2.62	1.15	3.4
3.52	1.06	2.52
1.11	0.96	1.4
2.4	0.77	3.44
0.48	0.74	1.3
2.09	0.96	1.25
2.1	1.17	2.11
1.32	0.78	1.16
1.32	1.03	0.97
1.52	0.98	2.03
1.49	1.04	1.85
1.52	0.77	1.82
0.94	0.99	1.2
1.72	0.85	1.93
1.62	0.78	1.05
1.46	0.7	1.51
3.71	1.08	9.64
1.66	1.13	1.88
1.09	1.1	1.02
1.01	0.86	0.58
1.65	0.8	1.06
1.99	1.19	1.38
1.31	0.94	0.99
1.96	1.11	1.56
1.26	0.79	1.45
1.36	1.03	1.82
2.58	1.03	1.45
2.18	1.16	242.7
2.03	1.16	3.31
1.1	0.9	1.31
1.3	0.78	1.28
1.46	0.97	1.88
0.82	0.86	1.15
2.41	1.05	1.82
1.91	1.08	2.86
2.34	0.75	2.37
2.25	0.96	1.56
0.77	1.19	2.06
0.87	1.05	0.92
4.41	1.21	2.81
1.49	1	1.73
1.03	0.86	1.09
2.74	0.87	1.56
2	0.71	1.82
1.31	0.91	1.45
1.67	0.78	2.45
1.98	1.12	2.38
1.78	0.97	2.3
1.06	0.89	2.25
1.98	1.02	3.09
2.54	1.35	2.67
1.94	1.06	1.96
3.81	1.34	2.37
2.5	1.05	1.95
0.89	0.86	1.26
1.7	0.89	2.45
1.83	0.88	2.44
1.37	0.92	1.12
4.02	1.06	3.07
0.75	0.99	1.11
1.56	1.11	1.39
1.04	1.5	2.61
1.61	0.55	1.29
2.41	1.09	2.4
3.7	0.81	2.66
1.42	0.92	1.38
0.87	0.57	0.81
1.39	1.14	1.43
1.11	0.73	1.69
0.48	0.82	0.78
1.6	0.93	1.68
2.12	1.05	6.2
0.76	0.87	0.79
2.17	0.94	1.72
1.56	0.96	1.4
1.41	0.92	2.66
2.96	1.11	4.72
1.05	0.73	0.99
0.81	0.93	0.75
1.4	1.01	1.77
1.32	0.98	1.24
2	1.16	1.1
3.87	1.17	3.3
2.52	0.88	3.05
1.75	1.05	1.16
3.15	0.97	2.92
1.69	0.79	2.08
0.9	0.7	1.25
2.04	1.02	1.36
0.73	1	1.27
2.18	0.99	2.5
1.02	1.03	1.65
1.21	1.16	1.4
1.14	0.96	1.86
1.59	0.88	2.33
1.67	0.78	1.47
1.22	0.94	2.15
0.22	0.79	0.45
1.51	0.96	1.25
0.64	0.75	0.73
2.4	0.9	2.13
2	0.89	1.58
2.51	1.03	1.82
1.15	0.98	1.75
0.59	1.03	1.14
1.56	0.92	1.36
1.64	0.78	1.95
1.27	0.78	1.22
1.02	0.79	1.26
1.22	0.76	3.01
1.92	1.02	1.67
0.79	0.72	1.34
1.84	0.83	0.98
2.24	1.01	2.99
0.76	0.56	0.14
1.1	0.85	1.34
2.2	1	1.8
1.78	0.94	2.26
0.72	0.96	1.19
0.78	0.97	1.04
1.74	0.94	2.32
0.79	0.87	1.13
1.95	0.97	1.67
1.16	0.6	1.16
2.51	0.88	1.85
1.7	0.94	1.95
1.1	1.12	1.53
1.57	0.7	1.07
1.32	1.21	1.3
1.17	0.97	0.8
0.97	1.07	1.16
1.85	0.88	1.17
1.38	0.72	1.67
0.97	0.81	1.11
1.15	0.98	0.98
1.35	1.02	1.64
1.65	0.91	2.01
1.18	0.8	0.88
1.44	0.91	1.11
1.59	0.77	0.99
1	0.78	1.25
1.82	0.77	1.23
1.23	1.12	1.67
1.23	0.86	1.37
2.11	0.92	1.98
3.22	1.05	4.46
0.89	0.87	3.3
1.71	1.03	1.19
3.67	1.1	1.96
2.37	0.89	3.2
0.53	0.99	0.7
0.79	0.99	1.04
1.6	0.84	1.31
1.21	0.73	1.5
1.09	0.9	1.08
2.89	1.02	1.81
0.82	1.01	1.26
1.62	0.7	3.06
3.65	0.91	2.34
1.78	0.95	1.83
1.19	1	1.45
2.56	1.06	3.36
1.48	0.95	0.84
1.04	0.92	1.09
2.1	1.15	1.74
1.05	0.75	0.69
1.17	0.97	1.36
1.45	0.84	1.84
3.16	0.91	2.39
1.07	0.97	1.04
1.14	0.75	0.71
1.22	0.99	1.18
2.29	1.25	3.27
1.22	0.92	2.37
1.9	0.89	1.92
1.95	1.05	2.55
1.71	0.81	0.83
1.49	0.65	1.99
1.11	0.89	2.02
1.58	1.46	1.21
0.45	1.04	1.13
1.37	1.09	1.73
1.37	1.25	1.52
1.36	0.96	1.14
1.98	0.82	1.05
1.5	1.13	1.1
2.55	1.15	2.56
2.08	1.01	2.23
1.73	1.15	3.33
2.57	1.37	1.72
1.92	1.23	2.99
0.62	0.53	0.44
1.4	1.12	1.59
2.1	0.87	2.17
0.99	0.87	1.32
0.86	0.98	2.32
0.88	0.64	0.81
0.7	0.96	0.94
1.18	1.14	2.08
1.9	0.79	2.04
1.31	0.94	1.18
1.29	1.08	1.43
1.86	0.89	1.78
2.2	1.05	2.44
1.23	0.89	1.18
1.66	0.99	2.67
0.77	0.9	7.24
0.79	0.85	1.54
1.99	0.9	2.9
1.37	0.8	1.57
1.64	0.85	1.55
1.48	0.93	1.93
1.92	1.05	0.73
0.5	1.02	1.28
1.18	0.83	1.55
1.22	0.77	2.23
1.54	0.97	1.37
1.28	0.66	1.83
3.86	0.88	4.42
0.85	0.68	0.71
1.49	1.02	1.45
1.23	1.02	0.97
1.01	0.95	1.45
1.13	0.89	0.86
1.33	1.08	1.19
1.97	1	1.73
0.8	1	0.95
1.13	0.69	1.54
3.63	1.18	4.8
1.11	0.91	0.91
1.07	0.95	1.03
2.4	0.7	1.97
1.47	0.82	1.67
0.6	0.42	0.51
1.26	0.87	1.87
1.57	1.01	1.26
0.42	1.1	1.16
2.3	0.82	2.19
1.69	0.83	1.57
1.45	0.8	1.34
0.8	0.73	0.4
1.31	0.8	1.54
1.35	1.24	3.41
1.35	0.98	1.87
1.86	0.93	1.58
0.79	0.82	0.85
1.8	1.14	2.52
1.41	0.95	1.42
1.27	0.86	1.53
2.21	1.11	2.4
1.19	1.22	1.14
0.95	1.1	1.24
1.46	0.97	1.24
0.95	0.99	1.16
1.24	0.99	1.62
2.03	1.23	2.45
1.73	1.07	1.68
1.37	0.92	0.86
0.69	0.86	1.08
2.09	0.99	1.35
1.83	1.03	3.87
